暖和,"nuǎnhuo,nuan3 huo5,nuan3huo5,nuǎn huo",warm; nice and warm,"Type the reading, Comrade",Image
懒,"lan3,lǎn",lazy,"Type the reading, Comrade",Image
出差,"chu1  chai1,chūchāi,chū  chāi,chu1chai1",go on a business trip,"Type the reading, Comrade",Image
民族,"mín zú,min2 zu2,mínzú,min2zu2",nationality; ethnic group,"Type the reading, Comrade",Image
传真,"chuán zhēn,chuánzhēn,chuan2 zhen1,chuan2zhen1",fax; facsimile,"Type the reading, Comrade",Image
优点,"you1dian3,yōu diǎn,you1 dian3,yōudiǎn",merit; good point; a strength; a benefit,"Type the reading, Comrade",Image
垃圾桶,"la1ji1tong3,la1 ji1 tong3,lājītǒng,lā jī tǒng",garbage can,"Type the reading, Comrade",Image
加班,"jia1  ban1,jia1ban1,jiā  bān,jiābān",work overtime,"Type the reading, Comrade",Image
房东,"fáng dōng,fang2 dong1,fang2dong1,fángdōng",landlord,"Type the reading, Comrade",Image
按时,"an4 shi2,ànshí,an4shi2,àn shí",on time; on schedule,"Type the reading, Comrade",Image
葡萄,"pútao,pú tao,pu2tao5,pu2 tao5",grape,"Type the reading, Comrade",Image
往往,"wǎngwǎng,wang3wang3,wǎng wǎng,wang3 wang3",often; frequently; more often than not,"Type the reading, Comrade",Image
高速公路,"gao1su4gong1lu4,gāosùgōnglù,gāo sù  gōng lù,gao1 su4  gong1 lu4",highway,"Type the reading, Comrade",Image
得意,"de2yi4,dé yì,déyì,de2 yi4",proud of oneself; complacent,"Type the reading, Comrade",Image
特点,"te4dian3,te4 dian3,tè diǎn,tèdiǎn",a characteristic; trait; feature,"Type the reading, Comrade",Image
合格,"he2 ge2,hé gé,hégé,he2ge2",qualified; up to standard,"Type the reading, Comrade",Image
性别,"xing4 bie2,xìngbié,xing4bie2,xìng bié",gender; sex; sexual distinction,"Type the reading, Comrade",Image
报名,"bao4  ming2,bàomíng,bao4ming2,bào  míng",sign up; apply,"Type the reading, Comrade",Image
互联网,"hù lián wǎng,hu4lian2wang3,hu4 lian2 wang3,hùliánwǎng",Internet,"Type the reading, Comrade",Image
景色,"jǐng sè,jing3 se4,jǐngsè,jing3se4",scenery; landscape; scene; view,"Type the reading, Comrade",Image
大使馆,"dà shǐ guǎn,da4shi3guan3,dàshǐguǎn,da4 shi3 guan3",embassy,"Type the reading, Comrade",Image
总结,"zǒngjié,zong3 jie2,zong3jie2,zǒng jié",summarize; conclude,"Type the reading, Comrade",Image
热闹,"rènao,re4nao5,re4 nao5,rè nao",bustling; lively; busy,"Type the reading, Comrade",Image
郊区,"jiao1 qu1,jiāo qū,jiāoqū,jiao1qu1",suburbs; outskirts,"Type the reading, Comrade",Image
咳嗽,"ké sou,késou,ke2sou5,ke2 sou5",to cough,"Type the reading, Comrade",Image
签证,"qiān zhèng,qian1zheng4,qiānzhèng,qian1 zheng4",visa,"Type the reading, Comrade",Image
咸,"xián,xian2",salty; salted; all,"Type the reading, Comrade",Image
打印,"dǎ yìn,da3 yin4,dǎyìn,da3yin4",to print,"Type the reading, Comrade",Image
活泼,"huo2po5,huó po,huo2 po5,huópo",lively; vivacious,"Type the reading, Comrade",Image
邮局,"you2 ju2,you2ju2,yóu jú,yóujú",post office,"Type the reading, Comrade",Image
牙膏,"ya2gao1,yágāo,yá gāo,ya2 gao1",toothpaste,"Type the reading, Comrade",Image
气候,"qi4hou4,qi4 hou4,qì hòu,qìhòu",climate; atmosphere; weather,"Type the reading, Comrade",Image
勺子,"shao2zi5,sháo zi,shao2 zi5,sháozi",spoon; scoop; ladle,"Type the reading, Comrade",Image
付款,"fù  kuǎn,fùkuǎn,fu4  kuan3,fu4kuan3",to pay,"Type the reading, Comrade",Image
理发,"lǐfà,li3 fa4,li3fa4,lǐ fà","a barber, hairdressing; haircut","Type the reading, Comrade",Image
复印,"fu4 yin4,fu4yin4,fùyìn,fù yìn",photocopy; duplicate,"Type the reading, Comrade",Image
词语,"cíyǔ,ci2 yu3,ci2yu3,cí yǔ",words and expressions; terms,"Type the reading, Comrade",Image
表扬,"biao3yang2,biǎoyáng,biǎo yáng,biao3 yang2",to praise; commend,"Type the reading, Comrade",Image
打针,"dǎzhēn,da3 zhen1,da3zhen1,dǎ zhēn",inject; get a shot,"Type the reading, Comrade",Image
普遍,"pǔ biàn,pu3bian4,pu3 bian4,pǔbiàn",common; universal; general; widespread,"Type the reading, Comrade",Image
堵车,"dǔchē,du3che1,du3 che1,dǔ chē",traffic jam,"Type the reading, Comrade",Image
叶子,"ye4zi5,yèzi,ye4 zi5,yè zi",leaves,"Type the reading, Comrade",Image
打折,"da3zhe2,da3 zhe2,dǎ zhé,dǎzhé",sell at a discount,"Type the reading, Comrade",Image
排列,"pái liè,páiliè,pai2 lie4,pai2lie4",arrange; align; permutation,"Type the reading, Comrade",Image
凉快,"liángkuai,liáng kuai,liang2 kuai5,liang2kuai5",nice and cool; pleasantly cool,"Type the reading, Comrade",Image
塑料袋,"su4liao4dai4,sùliàodài,su4 liao4 dai4,sù liào dài",plastic bag,"Type the reading, Comrade",Image
导游,"dǎo yóu,dao3you2,dao3 you2,dǎoyóu",tour guide,"Type the reading, Comrade",Image
小吃,"xiao3 chi1,xiǎochī,xiǎo chī,xiao3chi1",snack; refreshments,"Type the reading, Comrade",Image
西红柿,"xi1 hong2 shi4,xīhóngshì,xī hóng shì,xi1hong2shi4",tomato,"Type the reading, Comrade",Image
招聘,"zhao1 pin4,zhao1pin4,zhāo pìn,zhāopìn",recruitment; take job applications for a job,"Type the reading, Comrade",Image
节约,"jié yuē,jie2yue1,jiéyuē,jie2 yue1",frugal; to save,"Type the reading, Comrade",Image
硕士,"shuò shì,shuo4shi4,shuòshì,shuo4 shi4",Master's degree (M.A.),"Type the reading, Comrade",Image
乒乓球,"pīngpāngqiú,ping1pang1qiu2,pīng pāng qiú,ping1 pang1 qiu2",ping pong; table tennis,"Type the reading, Comrade",Image
积累,"ji1lei3,jīlěi,ji1 lei3,jī lěi",accumulate; accumulation,"Type the reading, Comrade",Image
橡皮,"xiàng pí,xiàngpí,xiang4pi2,xiang4 pi2",rubber; an eraser,"Type the reading, Comrade",Image
应聘,"yìng pìn,ying4 pin4,yìngpìn,ying4pin4",accept a job offer; to apply for a job,"Type the reading, Comrade",Image
矿泉水,"kuang4 quan2 shui3,kuang4quan2shui3,kuàng quán shuǐ,kuàngquánshuǐ",mineral water,"Type the reading, Comrade",Image
长城,"cháng chéng,chángchéng,chang2 cheng2,chang2cheng2",the Great Wall,"Type the reading, Comrade",Image
语法,"yu3fa3,yu3 fa3,yǔ fǎ,yǔfǎ",grammar,"Type the reading, Comrade",Image
礼拜天,"li3 bai4 tian1,lǐbàitiān,lǐ bài tiān,li3bai4tian1",Sunday,"Type the reading, Comrade",Image
饺子,"jiǎozi,jiao3 zi5,jiǎo zi,jiao3zi5",dumpling; potsticker,"Type the reading, Comrade",Image
国籍,"guójí,guo2ji2,guo2 ji2,guó jí",nationality,"Type the reading, Comrade",Image
售货员,"shòuhuòyuán,shou4huo4yuan2,shòu huò yuán,shou4 huo4 yuan2",salesclerk; shop assistant,"Type the reading, Comrade",Image
翻译,"fānyì,fan1 yi4,fān yì,fan1yi4",translate; translation; interpret,"Type the reading, Comrade",Image
流利,"liu2li4,liú lì,liúlì,liu2 li4",fluent,"Type the reading, Comrade",Image
粗心,"cū xīn,cu1xin1,cu1 xin1,cūxīn",careless; inadvertent; negligent,"Type the reading, Comrade",Image
养成,"yang3 cheng2,yǎng chéng,yǎngchéng,yang3cheng2",cultivate; acquire; to form,"Type the reading, Comrade",Image
马虎,"mǎ hu,mǎhu,ma3hu5,ma3 hu5",careless; sloppy; casual,"Type the reading, Comrade",Image
百分之,"bai3fen1zhi1,bǎi fēn zhī,bai3 fen1 zhi1,bǎifēnzhī",percent,"Type the reading, Comrade",Image
普通话,"pu3tong1hua4,pǔ tōng huà,pu3 tong1 hua4,pǔtōnghuà",Mandarin (common language),"Type the reading, Comrade",Image
登机牌,"dēng jī pái,deng1ji1pai2,dēngjīpái,deng1 ji1 pai2",boarding pass,"Type the reading, Comrade",Image
占线,"zhàn xiàn,zhan4xian4,zhànxiàn,zhan4 xian4",the (phone) line is busy,"Type the reading, Comrade",Image
包子,"bao1 zi5,bao1zi5,bāo zi,bāozi",steamed stuffed bun,"Type the reading, Comrade",Image
羽毛球,"yǔmáoqiú,yu3mao2qiu2,yǔ máo qiú,yu3 mao2 qiu2",badminton,"Type the reading, Comrade",Image
烤鸭,"kao3ya1,kǎo yā,kao3 ya1,kǎoyā",roast duck,"Type the reading, Comrade",Image
寒假,"han2 jia4,hánjià,hán jià,han2jia4",winter vacation,"Type the reading, Comrade",Image
长江,"chang2jiang1,chángjiāng,chang2 jiang1,cháng jiāng",the Yangtze River; the Changjiang River,"Type the reading, Comrade",Image
预习,"yù xí,yu4 xi2,yu4xi2,yùxí",(of students) prepare a lesson before class; preview,"Type the reading, Comrade",Image
填空,"tian2kong4,tiánkòng,tián kòng,tian2 kong4",fill in the blanks; fill a vacancy,"Type the reading, Comrade",Image
京剧,"jing1ju4,jīngjù,jing1 ju4,jīng jù",Beijing Opera,"Type the reading, Comrade",Image
